MSSubClass,LotArea,BldgType,OverallCond,YearBuilt,YearRemodAdd,Age,Remodel Age,Foundation,BsmtUnfSF,BsmtFinSF,TotalBsmtSF,GrLivArea,TotalFinSF,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,TotalFullBath,TotalHalfBath,TotalBath,BedroomAbvGr,TotRmsAbvGrd,GarageCars,MoSold,YrSold,SalePrice
60,11839,1Fam,5,1990,1990,21,21,PConc,390,1085,1475,2329,3414,1,0,2,1,3,1,3.5,4,10,2,5,2008,262280
60,9500,1Fam,6,1964,1978,47,33,CBlock,374,442,816,1977,2419,0,1,1,1,1,2,2,4,9,2,6,2007,165000
60,11367,1Fam,5,2002,2002,9,9,PConc,133,932,1065,1989,2921,1,0,2,1,3,1,3.5,3,7,2,11,2006,255000
60,29959,1Fam,6,1994,1994,17,17,PConc,378,595,973,1850,2445,0,0,2,1,2,1,2.5,3,7,2,1,2009,248000
60,11308,1Fam,5,2008,2008,3,3,PConc,168,936,1104,2184,3120,1,0,2,1,3,1,3.5,3,10,3,7,2009,335000
60,14000,1Fam,5,1996,1997,15,14,PConc,105,1201,1306,2260,3461,1,0,2,1,3,1,3.5,3,7,2,4,2010,328000
60,7837,1Fam,7,1993,1994,18,17,PConc,799,0,799,1571,1571,0,0,2,1,2,1,2.5,3,7,2,5,2009,178000
60,9760,1Fam,6,1964,1964,47,47,CBlock,0,780,780,1611,2391,1,0,1,1,2,1,2.5,4,7,2,6,2008,167900
60,11700,1Fam,6,1968,1968,43,43,CBlock,429,298,727,1556,1854,0,0,1,1,1,1,1.5,4,8,2,5,2009,154000
60,7950,1Fam,6,1977,1977,34,34,CBlock,155,535,690,1426,1961,0,0,1,1,1,1,1.5,3,6,2,7,2009,159500
60,13031,1Fam,5,1995,1996,16,15,PConc,99,592,691,1498,2090,0,0,2,1,2,1,2.5,3,6,2,7,2006,187500
60,10574,1Fam,5,2005,2006,6,5,PConc,1082,0,1082,1953,1953,0,0,2,1,2,1,2.5,3,9,3,5,2009,252000
60,12256,1Fam,5,1994,1995,17,16,PConc,431,1032,1463,2622,3654,1,0,2,1,3,1,3.5,3,9,2,4,2010,325000
60,8000,1Fam,5,1995,1996,16,15,PConc,554,219,773,1658,1877,1,0,2,1,3,1,3.5,3,8,2,6,2008,188000
60,10480,1Fam,6,1976,1976,35,35,CBlock,400,403,803,1964,2367,0,0,2,1,2,1,2.5,4,8,2,9,2008,205000
60,11796,1Fam,5,2004,2005,7,6,PConc,847,0,847,1959,1959,0,0,2,1,2,1,2.5,4,8,2,7,2007,215000
60,9828,1Fam,5,1995,1995,16,16,PConc,544,584,1128,2020,2604,0,0,2,1,2,1,2.5,3,8,2,6,2009,239500
60,8773,1Fam,5,1997,1997,14,14,PConc,916,0,916,1600,1600,0,0,2,1,2,1,2.5,3,7,2,8,2007,169000
60,10304,1Fam,7,1976,1976,35,35,CBlock,399,381,780,1868,2249,1,0,2,1,3,1,3.5,4,9,2,10,2009,197500
60,13700,1Fam,6,1965,1988,46,23,CBlock,410,454,864,1820,2274,0,0,1,2,1,2,2,4,8,2,5,2008,201800
60,9120,1Fam,6,1974,1974,37,37,CBlock,459,442,901,1876,2318,0,0,2,1,2,1,2.5,4,8,2,7,2008,185000
60,10852,1Fam,5,2000,2000,11,11,PConc,173,786,959,1671,2457,1,0,2,1,3,1,3.5,3,7,2,2,2006,173000
60,35760,1Fam,5,1995,1996,16,15,PConc,543,1387,1930,3627,5014,1,0,3,1,4,1,4.5,4,10,3,7,2006,625000
60,11170,1Fam,5,1990,1991,21,20,Wood,0,1216,1216,2514,3730,0,0,2,1,2,1,2.5,4,8,2,4,2006,250000
60,8935,1Fam,5,2002,2002,9,9,PConc,831,0,831,1660,1660,0,0,2,1,2,1,2.5,3,7,2,7,2009,195000
60,7500,1Fam,5,1999,1999,12,12,PConc,994,0,994,1804,1804,0,0,2,1,2,1,2.5,3,7,2,6,2010,189000
60,9364,1Fam,7,1969,1969,42,42,CBlock,292,371,663,1352,1723,0,0,1,1,1,1,1.5,4,7,1,3,2010,158000
60,8029,1Fam,5,2005,2005,6,6,PConc,728,0,728,1456,1456,0,0,2,1,2,1,2.5,3,8,2,7,2008,176000
60,10400,1Fam,5,1998,1998,13,13,PConc,866,0,866,1779,1779,0,0,2,1,2,1,2.5,3,6,2,3,2009,197900
60,11218,1Fam,5,1992,1992,19,19,PConc,1055,0,1055,1845,1845,0,0,2,1,2,1,2.5,3,8,2,5,2010,189000
60,15384,1Fam,5,2004,2005,7,6,PConc,64,724,788,1490,2214,1,0,2,1,3,1,3.5,3,8,2,2,2008,184000
60,14598,1Fam,5,2007,2007,4,4,PConc,894,0,894,1933,1933,0,0,2,1,2,1,2.5,4,9,3,1,2008,214000
60,12393,1Fam,5,2004,2005,7,6,PConc,847,0,847,1948,1948,0,0,2,1,2,1,2.5,4,8,2,9,2006,195000
60,8158,1Fam,5,2003,2003,8,8,PConc,334,550,884,1768,2318,1,0,2,1,3,1,3.5,3,8,2,7,2008,224900
60,17542,1Fam,7,1974,2003,37,8,CBlock,36,1156,1192,2167,3323,1,0,2,1,3,1,3.5,3,9,2,7,2007,294000
60,6931,1Fam,5,2003,2004,8,7,PConc,746,0,746,1656,1656,0,0,2,1,2,1,2.5,3,7,2,7,2008,165400
60,24682,1Fam,5,1999,1999,12,12,PConc,841,0,841,1675,1675,0,0,2,1,2,1,2.5,3,7,2,6,2009,181000
60,12936,1Fam,6,1972,1972,39,39,CBlock,130,593,723,1395,1988,0,1,1,1,1,2,2,3,6,2,12,2009,162000
60,9473,1Fam,5,2002,2002,9,9,PConc,324,804,1128,2031,2835,1,0,2,1,3,1,3.5,3,7,2,3,2008,237000
60,10140,1Fam,5,1976,1976,35,35,PConc,638,194,832,1664,1858,0,0,2,1,2,1,2.5,4,8,2,3,2006,162900
60,10762,1Fam,5,1999,1999,12,12,PConc,284,694,978,1983,2677,0,0,2,1,2,1,2.5,3,9,2,5,2009,225000
60,10120,1Fam,5,1994,1994,17,17,PConc,425,740,1165,2526,3266,1,0,2,1,3,1,3.5,4,8,3,12,2006,290000
60,9572,1Fam,5,1990,1990,21,21,PConc,971,482,1453,2810,3292,0,0,2,1,2,1,2.5,4,9,2,6,2007,302000
60,14774,1Fam,5,1999,1999,12,12,PConc,1393,0,1393,2599,2599,0,0,2,1,2,1,2.5,4,10,3,5,2010,333168
60,11075,1Fam,5,1969,1969,42,42,CBlock,176,776,952,2112,2888,0,0,2,1,2,1,2.5,4,9,2,6,2008,206900
60,10186,1Fam,5,1992,1992,19,19,PConc,76,674,750,1923,2597,1,0,2,1,3,1,3.5,3,8,2,6,2010,190000
60,9084,1Fam,5,1998,1998,13,13,PConc,935,0,935,1632,1632,0,0,2,1,2,1,2.5,3,8,2,6,2006,176500
60,13450,1Fam,5,2002,2002,9,9,PConc,216,700,916,1861,2561,1,0,2,1,3,1,3.5,3,8,2,6,2006,200000
60,9375,1Fam,5,2002,2002,9,9,PConc,1284,0,1284,2169,2169,0,0,2,1,2,1,2.5,3,7,2,8,2007,228500
60,9247,1Fam,6,1962,1962,49,49,CBlock,539,319,858,1716,2035,0,0,1,1,1,1,1.5,4,8,2,3,2008,171000
60,10316,1Fam,5,2000,2000,11,11,PConc,257,735,992,1865,2600,1,0,2,1,3,1,3.5,3,7,3,6,2008,235000
60,7500,1Fam,5,2000,2000,11,11,PConc,281,533,814,1674,2207,1,0,2,1,3,1,3.5,3,7,2,1,2010,216000
60,9750,1Fam,6,1998,1998,13,13,PConc,133,975,1108,2097,3072,1,0,2,1,3,1,3.5,3,8,2,6,2006,274300
60,10625,1Fam,5,2005,2005,6,6,PConc,1026,0,1026,1958,1958,0,0,2,1,2,1,2.5,3,9,3,7,2008,250000
60,16692,1Fam,5,1978,1978,33,33,CBlock,133,1259,1392,2784,4043,1,0,3,1,4,1,4.5,5,12,2,7,2006,250000
60,12665,1Fam,5,2005,2006,6,5,PConc,1094,0,1094,2482,2482,0,0,2,1,2,1,2.5,4,9,3,2,2007,281213
60,7415,1Fam,5,2004,2004,7,7,PConc,80,759,839,1593,2352,1,0,2,1,3,1,3.5,3,8,2,4,2008,193000
60,20544,1Fam,6,1986,1991,25,20,CBlock,791,0,791,2093,2093,0,0,2,1,2,1,2.5,3,7,2,11,2008,215000
60,12420,1Fam,5,2001,2001,10,10,PConc,278,666,944,1840,2506,1,0,2,1,3,1,3.5,3,6,2,6,2009,230000
60,16545,1Fam,5,1998,1998,13,13,PConc,503,781,1284,2450,3231,1,0,2,1,3,1,3.5,3,7,3,5,2009,340000
60,11700,1Fam,6,1968,1968,43,43,CBlock,304,404,708,1416,1820,0,0,2,1,2,1,2.5,3,7,2,5,2006,179900
60,10944,1Fam,5,1994,1994,17,17,PConc,223,1000,1223,2127,3127,1,0,2,1,3,1,3.5,3,5,2,8,2008,271000
60,21930,1Fam,5,2005,2005,6,6,PConc,732,0,732,1838,1838,0,0,2,1,2,1,2.5,4,7,2,7,2006,192140
60,10261,1Fam,5,2000,2000,11,11,PConc,936,0,936,1792,1792,1,0,2,1,3,1,3.5,3,8,2,5,2008,186500
60,11584,1Fam,6,1979,1979,32,32,CBlock,114,425,539,1725,2150,0,0,2,1,2,1,2.5,3,6,2,11,2007,197000
60,11003,1Fam,5,2008,2008,3,3,PConc,252,765,1017,2007,2772,1,0,2,1,3,1,3.5,3,10,3,4,2009,310000
60,10000,1Fam,5,1995,1996,16,15,PConc,141,1079,1220,2090,3169,1,0,2,1,3,1,3.5,3,8,2,12,2007,240000
60,7917,1Fam,5,1999,2000,12,11,PConc,953,0,953,1647,1647,0,0,2,1,2,1,2.5,3,7,2,8,2007,175000
75,7200,1Fam,7,1920,1996,91,15,BrkTil,530,0,530,1111,1111,0,0,1,0,1,0,1,3,6,1,3,2007,101000
75,22950,1Fam,9,1892,1993,119,18,BrkTil,1107,0,1107,3608,3608,0,0,2,1,2,1,2.5,4,12,3,6,2006,475000
75,8400,1Fam,8,1939,1997,72,14,PConc,342,378,720,2192,2570,0,0,2,1,2,1,2.5,4,8,1,7,2008,179500
75,18386,1Fam,9,1880,2002,131,9,BrkTil,1470,0,1470,3493,3493,0,0,3,0,3,0,3,3,10,3,5,2008,295000
75,11888,1Fam,6,1916,1994,95,17,BrkTil,844,0,844,2134,2134,0,0,2,0,2,0,2,5,10,2,7,2009,214500
75,13500,1Fam,9,1893,2000,118,11,BrkTil,1237,0,1237,2775,2775,0,0,3,1,3,1,3.5,3,9,2,7,2008,325000
75,10800,1Fam,7,1914,1970,97,41,BrkTil,490,390,880,1768,2158,0,0,1,1,1,1,1.5,2,6,2,10,2006,163000
75,6300,1Fam,6,1914,2001,97,10,CBlock,742,0,742,1484,1484,0,0,2,0,2,0,2,3,9,0,6,2008,128000
75,8100,1Fam,5,1898,1965,113,46,PConc,849,0,849,2138,2138,0,0,2,0,2,0,2,2,11,2,11,2009,106000
75,7128,1Fam,5,1941,1950,70,61,CBlock,554,364,918,1646,2010,0,0,2,0,2,0,2,4,7,1,8,2007,164000
75,6204,1Fam,5,1912,1950,99,61,PConc,795,0,795,2230,2230,1,0,1,0,2,0,2,5,10,1,3,2006,118500
75,15863,1Fam,3,1920,1970,91,41,BrkTil,301,523,824,3082,3605,1,0,2,1,3,1,3.5,5,12,2,8,2009,197000
75,8850,1Fam,6,1916,1950,95,61,BrkTil,815,0,815,1690,1690,0,0,1,0,1,0,1,3,7,1,7,2006,144000
75,9600,1Fam,5,1917,1950,94,61,BrkTil,416,319,735,2058,2377,0,0,1,1,1,1,1.5,3,8,2,4,2008,129500
160,3230,TwnhsE,5,1999,1999,12,12,PConc,310,419,729,1458,1877,0,0,2,1,2,1,2.5,2,5,2,6,2007,176000
160,2522,Twnhs,5,2004,2006,7,5,PConc,970,0,970,1709,1709,0,0,2,0,2,0,2,3,7,2,4,2006,130000
160,5306,TwnhsE,7,1987,1987,24,24,PConc,354,710,1064,1767,2477,1,0,2,0,3,0,3,2,5,2,6,2006,239000
160,2117,Twnhs,5,2000,2000,11,11,PConc,320,436,756,1525,1961,0,0,2,1,2,1,2.5,3,5,2,6,2007,177000
160,2522,Twnhs,5,2004,2004,7,7,PConc,970,0,970,1709,1709,0,0,2,0,2,0,2,3,7,2,5,2006,130000
160,2280,Twnhs,6,1976,1976,35,35,CBlock,289,566,855,1456,2022,0,0,2,1,2,1,2.5,3,7,2,7,2009,148500
160,1869,Twnhs,6,1970,1970,41,41,CBlock,162,321,483,987,1308,0,0,1,1,1,1,1.5,2,5,1,9,2008,106000
160,1680,Twnhs,5,1972,1972,39,39,CBlock,483,0,483,987,987,0,0,1,1,1,1,1.5,2,5,1,6,2006,94500
160,1680,TwnhsE,3,1971,1971,40,40,CBlock,125,358,483,987,1345,0,0,1,1,1,1,1.5,2,5,1,8,2008,89500
160,10762,TwnhsE,6,1980,1980,31,31,CBlock,626,0,626,1217,1217,0,0,1,1,1,1,1.5,3,6,1,4,2009,120000
160,2592,TwnhsE,3,1976,1976,35,35,CBlock,175,361,536,1112,1473,0,0,1,1,1,1,1.5,3,4,1,4,2010,85000
160,2448,Twnhs,5,2003,2004,8,7,PConc,191,573,764,1626,2199,1,0,2,1,3,1,3.5,2,6,2,10,2008,154000
160,1680,Twnhs,8,1972,2007,39,4,CBlock,321,162,483,987,1149,0,0,1,1,1,1,1.5,2,5,1,5,2009,118000
160,1920,TwnhsE,5,1971,1971,40,40,CBlock,294,471,765,1365,1836,1,0,1,1,2,1,2.5,2,6,2,8,2007,122500
160,2665,TwnhsE,6,1976,1976,35,35,PConc,264,0,264,1304,1304,0,0,1,1,1,1,1.5,3,4,1,6,2008,115000
160,1890,Twnhs,5,1973,1973,38,38,CBlock,316,356,672,1218,1574,0,0,1,1,1,1,1.5,3,7,1,5,2007,113000
160,2308,TwnhsE,5,1974,1974,37,37,CBlock,103,752,855,1322,2074,0,1,2,1,2,2,3,3,6,2,6,2009,147000
160,1950,Twnhs,6,1980,1980,31,31,CBlock,23,693,716,1556,2249,1,0,2,1,3,1,3.5,3,6,2,7,2008,151000
160,3182,TwnhsE,5,2004,2005,7,6,PConc,600,0,600,1200,1200,0,0,2,1,2,1,2.5,2,4,2,6,2010,151000
160,2117,TwnhsE,5,2000,2000,11,11,PConc,336,420,756,1512,1932,0,0,2,1,2,1,2.5,2,4,2,6,2007,168500
160,2289,Twnhs,6,1978,1978,33,33,CBlock,544,311,855,1441,1752,0,0,2,1,2,1,2.5,3,7,2,4,2009,148500
160,5062,TwnhsE,5,1984,1984,27,27,CBlock,180,1010,1190,2090,3100,1,0,2,0,3,0,3,3,6,2,9,2007,207500
160,5105,TwnhsE,5,2004,2004,7,7,PConc,312,239,551,1102,1341,0,0,2,1,2,1,2.5,2,4,2,3,2007,148800
160,3230,TwnhsE,5,1999,1999,12,12,PConc,348,381,729,1471,1852,0,0,2,1,2,1,2.5,3,6,2,3,2009,172500
160,2280,Twnhs,5,1999,1999,12,12,PConc,195,549,744,1501,2050,0,0,2,1,2,1,2.5,3,6,2,8,2008,179400
160,2544,Twnhs,5,2005,2005,6,6,PConc,600,0,600,1223,1223,0,0,2,1,2,1,2.5,2,4,2,7,2006,147400
160,3180,TwnhsE,5,2005,2005,6,6,PConc,600,0,600,1200,1200,0,0,2,1,2,1,2.5,2,4,2,6,2006,151000
160,1680,Twnhs,5,1973,1973,38,38,CBlock,153,330,483,987,1317,1,0,1,1,2,1,2.5,2,5,1,11,2008,100000
160,2001,Twnhs,5,1970,1970,41,41,CBlock,546,0,546,1092,1092,0,0,1,1,1,1,1.5,3,6,1,1,2007,75000
160,1300,TwnhsE,6,1980,1980,31,31,CBlock,276,285,561,1229,1514,0,0,1,1,1,1,1.5,2,5,2,5,2009,124000
160,2572,Twnhs,5,1999,1999,12,12,PConc,92,604,696,1416,2020,1,0,2,1,3,1,3.5,3,6,2,5,2010,155000
160,2308,TwnhsE,6,1976,1976,35,35,CBlock,248,556,804,1548,2104,1,0,2,1,3,1,3.5,3,7,2,7,2007,155000
160,2268,Twnhs,5,2003,2004,8,7,PConc,197,567,764,1626,2193,0,0,2,0,2,0,2,2,6,2,7,2009,173000
160,2651,Twnhs,5,2000,2000,11,11,PConc,32,641,673,1382,2023,1,0,2,1,3,1,3.5,3,6,2,4,2006,165000
160,2217,TwnhsE,4,1970,1970,41,41,CBlock,0,546,546,1092,1638,0,0,1,1,1,1,1.5,3,6,1,8,2009,88000
160,1680,Twnhs,7,1972,1972,39,39,CBlock,355,317,672,1218,1535,0,1,1,1,1,2,2,3,7,1,5,2006,118000
160,1533,Twnhs,6,1970,2008,41,3,CBlock,546,0,546,1344,1344,0,0,1,1,1,1,1.5,3,6,0,5,2009,97000
160,3964,TwnhsE,4,1973,1973,38,38,CBlock,105,837,942,2521,3358,1,0,2,1,3,1,3.5,5,10,2,6,2006,151400
160,1974,TwnhsE,5,1973,1973,38,38,CBlock,212,334,546,1092,1426,0,0,1,1,1,1,1.5,3,6,1,5,2010,83500
160,2522,Twnhs,5,2004,2004,7,7,PConc,970,0,970,1709,1709,0,0,2,0,2,0,2,3,7,2,4,2006,137500
160,2160,Twnhs,5,1999,2000,12,11,PConc,90,510,600,1252,1762,1,0,2,1,3,1,3.5,2,4,2,3,2008,160000
160,2016,TwnhsE,5,1970,1970,41,41,CBlock,630,0,630,1302,1302,0,0,2,1,2,1,2.5,3,6,2,4,2007,106000
160,2280,Twnhs,5,1978,1978,33,33,CBlock,544,311,855,1456,1767,0,0,2,1,2,1,2.5,3,7,2,7,2010,146000
160,4017,TwnhsE,5,2006,2007,5,4,PConc,625,0,625,1250,1250,0,0,2,1,2,1,2.5,2,5,2,3,2008,171900
160,2645,Twnhs,5,1999,2000,12,11,PConc,776,0,776,1441,1441,0,0,2,1,2,1,2.5,2,5,2,11,2007,174000
160,2628,Twnhs,5,2003,2003,8,8,PConc,764,0,764,1626,1626,0,0,2,1,2,1,2.5,2,6,2,6,2010,175500
160,3735,TwnhsE,5,1999,1999,12,12,PConc,241,450,691,1452,1902,1,0,2,1,3,1,3.5,3,6,2,3,2006,183900
160,1680,Twnhs,7,1972,1972,39,39,CBlock,399,231,630,1302,1533,0,0,2,1,2,1,2.5,3,6,1,2,2009,119500
160,3363,TwnhsE,5,2004,2004,7,7,PConc,976,0,976,1708,1708,0,0,2,0,2,0,2,3,7,2,4,2006,130000
160,2368,TwnhsE,6,1970,1970,41,41,CBlock,0,765,765,1365,2130,0,0,1,1,1,1,1.5,3,7,2,5,2009,125000
160,2117,Twnhs,5,2000,2000,11,11,PConc,378,378,756,1573,1951,0,0,2,1,2,1,2.5,3,5,2,6,2010,177500
160,2665,TwnhsE,6,1977,1977,34,34,PConc,36,721,757,1475,2196,0,0,2,0,2,0,2,4,6,1,7,2006,127000
160,1953,Twnhs,5,1973,1973,38,38,CBlock,174,309,483,987,1296,0,0,1,1,1,1,1.5,2,5,1,6,2006,83000
60,11924,1Fam,5,2005,2006,6,5,PConc,177,998,1175,2324,3322,1,0,3,0,4,0,4,4,11,3,7,2006,345000
60,14215,1Fam,5,2005,2006,6,5,PConc,1158,0,1158,2376,2376,0,0,3,1,3,1,3.5,4,9,3,11,2006,325300
60,13682,1Fam,5,2006,2006,5,5,PConc,1410,0,1410,2945,2945,0,0,3,1,3,1,3.5,3,10,3,10,2006,438780
60,9965,1Fam,5,2007,2007,4,4,PConc,280,984,1264,2696,3680,1,0,2,1,3,1,3.5,4,10,3,10,2007,383970
60,8461,1Fam,5,2005,2006,6,5,PConc,728,0,728,1456,1456,0,0,2,1,2,1,2.5,3,8,2,7,2006,163990
60,12003,1Fam,5,2009,2010,2,1,PConc,774,0,774,1968,1968,0,0,2,1,2,1,2.5,4,8,3,5,2010,269500
60,19378,1Fam,5,2005,2006,6,5,PConc,1335,57,1392,2462,2519,1,0,2,1,3,1,3.5,4,9,2,3,2006,320000
60,10562,1Fam,5,2007,2007,4,4,PConc,294,1288,1582,2161,3449,1,0,1,1,2,1,2.5,3,8,3,11,2007,325624
60,8640,1Fam,5,2009,2009,2,2,PConc,78,822,900,1852,2674,1,0,2,1,3,1,3.5,3,7,2,7,2009,252678
60,9588,1Fam,5,2007,2007,4,4,PConc,1482,0,1482,2574,2574,0,0,2,1,2,1,2.5,3,10,3,11,2007,276000
60,10728,1Fam,5,2006,2006,5,5,PConc,1095,0,1095,1939,1939,0,0,2,1,2,1,2.5,3,8,3,8,2006,266000
60,15611,1Fam,5,2006,2006,5,5,PConc,1079,0,1079,1919,1919,0,0,2,1,2,1,2.5,3,8,2,7,2006,233230
60,16259,1Fam,5,2006,2006,5,5,PConc,1249,0,1249,2596,2596,0,0,3,1,3,1,3.5,4,9,3,9,2006,342643
60,20431,1Fam,5,2005,2006,6,5,PConc,438,1410,1848,2728,4138,1,0,2,1,3,1,3.5,4,10,3,4,2006,437154
60,12474,1Fam,5,2007,2008,4,3,PConc,402,1280,1682,2332,3612,1,0,2,1,3,1,3.5,3,9,3,8,2008,426000
60,14154,1Fam,5,2006,2006,5,5,PConc,1063,0,1063,2172,2172,0,0,2,1,2,1,2.5,3,9,3,8,2007,280000
60,10800,1Fam,5,2007,2008,4,3,PConc,245,789,1034,2078,2867,1,0,2,1,3,1,3.5,3,8,3,4,2008,339750
60,8004,1Fam,5,2009,2009,2,2,PConc,288,544,832,1935,2479,1,0,2,1,3,1,3.5,3,8,2,12,2009,263435
60,15578,1Fam,5,2006,2006,5,5,PConc,728,0,728,1456,1456,0,0,2,1,2,1,2.5,3,8,2,5,2006,172785
60,40094,1Fam,5,2007,2008,4,3,PConc,878,2260,3138,4676,6936,1,0,3,1,4,1,4.5,3,11,3,10,2007,184750
60,14948,1Fam,5,2008,2008,3,3,PConc,122,1330,1452,2713,4043,1,0,2,1,3,1,3.5,3,11,3,11,2008,446261
60,17104,1Fam,5,2006,2006,5,5,PConc,100,554,654,1496,2050,1,0,2,1,3,1,3.5,3,7,2,9,2006,179665
60,13159,1Fam,5,2009,2009,2,2,PConc,846,0,846,1692,1692,0,0,2,1,2,1,2.5,3,6,2,7,2009,224500
60,10207,1Fam,6,2007,2007,4,4,PConc,874,0,874,1761,1761,0,0,3,0,3,0,3,3,7,2,8,2007,227875
60,12438,1Fam,5,2006,2006,5,5,PConc,1234,0,1234,2576,2576,0,0,2,1,2,1,2.5,4,10,3,7,2006,361919
60,9018,1Fam,5,2007,2007,4,4,PConc,728,0,728,1456,1456,0,0,2,1,2,1,2.5,3,8,2,7,2007,179540
60,13518,1Fam,5,2008,2009,3,2,PConc,1926,0,1926,3140,3140,0,0,3,1,3,1,3.5,4,11,3,7,2009,485000
60,13891,1Fam,5,2008,2009,3,2,PConc,1734,0,1734,2822,2822,0,0,3,1,3,1,3.5,4,12,3,1,2009,582933
60,9000,1Fam,5,2007,2007,4,4,PConc,1120,64,1184,2610,2674,0,0,2,1,2,1,2.5,4,11,2,8,2007,303477
60,8760,1Fam,5,2006,2006,5,5,PConc,927,464,1391,1962,2426,0,0,2,1,2,1,2.5,3,7,3,8,2006,239799
60,10237,1Fam,5,2005,2007,6,4,PConc,783,0,783,1484,1484,0,0,2,1,2,1,2.5,3,8,2,7,2007,178900
60,8125,1Fam,5,2006,2006,5,5,PConc,770,0,770,1576,1576,0,0,2,1,2,1,2.5,3,6,2,8,2006,197000
60,8846,1Fam,5,2005,2006,6,5,PConc,750,0,750,1500,1500,0,0,2,1,2,1,2.5,3,6,2,8,2006,173900
60,16056,1Fam,5,2005,2006,6,5,PConc,1752,240,1992,2868,3108,0,0,3,1,3,1,3.5,4,11,3,7,2006,556581
60,23257,1Fam,5,2006,2006,5,5,PConc,868,0,868,2021,2021,0,0,2,1,2,1,2.5,3,9,2,9,2006,274725
60,9965,1Fam,5,2006,2007,5,4,PConc,316,1150,1466,2828,3978,1,0,3,0,4,0,4,4,11,3,4,2007,424870
60,14054,1Fam,5,2006,2006,5,5,PConc,879,0,879,1863,1863,0,0,2,1,2,1,2.5,4,9,3,11,2006,219210
60,8125,1Fam,5,2005,2006,6,5,PConc,756,0,756,1553,1553,0,0,2,1,2,1,2.5,3,6,2,3,2006,186500
60,11065,1Fam,5,2006,2006,5,5,PConc,1085,0,1085,1970,1970,0,0,2,1,2,1,2.5,3,8,3,10,2006,281000
60,63887,1Fam,5,2008,2008,3,3,PConc,466,5644,6110,5642,11286,2,0,2,1,4,1,4.5,3,12,2,1,2008,160000
60,11103,1Fam,5,2006,2006,5,5,PConc,728,0,728,1456,1456,0,0,2,1,2,1,2.5,3,8,2,7,2007,155835
60,8499,1Fam,5,2006,2007,5,4,PConc,616,0,616,1412,1412,0,0,2,1,2,1,2.5,3,6,2,3,2007,156932
160,3951,TwnhsE,5,2009,2009,2,2,PConc,612,0,612,1224,1224,0,0,2,1,2,1,2.5,2,4,2,6,2009,164500
160,4251,TwnhsE,5,2006,2007,5,4,PConc,625,0,625,1250,1250,0,0,2,1,2,1,2.5,2,5,2,6,2007,164700
160,3000,TwnhsE,5,2009,2009,2,2,PConc,318,294,612,1224,1518,0,0,2,1,2,1,2.5,2,4,2,6,2009,173733
